"Tabela 4714 - População Residente, Área territorial e Densidade demográfica - Ranking descendente"
"Variável - Densidade demográfica (Habitante por quilômetro quadrado)"
"4261","4218905","Urubici (SC)","10.61"
"4262","2201606","Beneditinos (PI)","10.60"
"4263","2210375","São Luis do Piauí (PI)","10.60"
"4264","3522653","Itapirapuã Paulista (SP)","10.59"
"4265","3553500","Tapiraí (SP)","10.59"
"4266","2103158","Centro do Guilherme (MA)","10.57"
"4267","2404309","Governador Dix-Sept Rosado (RN)","10.57"
"4268","4127007","Teixeira Soares (PR)","10.57"
"4269","1712009","Lajeado (TO)","10.55"
"4270","3163300","São José do Divino (MG)","10.54"
"4271","4319208","São Nicolau (RS)","10.54"
"4272","2505303","Curral Velho (PB)","10.53"
"4273","3139102","Madre de Deus de Minas (MG)","10.53"
"4274","3144201","Nacip Raydan (MG)","10.53"
"4275","2905909","Campo Alegre de Lourdes (BA)","10.52"
"4276","3158706","Santana do Garambéu (MG)","10.52"
"4277","3525607","João Ramalho (SP)","10.52"
"4278","4107553","Farol (PR)","10.51"
"4279","2911907","Iaçu (BA)","10.50"
"4280","4210209","Major Gercino (SC)","10.50"
"4281","4310603","Itaqui (RS)","10.50"
"4282","2504850","Coxixola (PB)","10.49"
"4283","4300638","Amaral Ferrador (RS)","10.49"
"4284","4310579","Itapuca (RS)","10.49"
"4285","5217104","Piracanjuba (GO)","10.48"
"4286","1200203","Cruzeiro do Sul (AC)","10.46"
"4287","2203859","Floresta do Piauí (PI)","10.45"
"4288","3123809","Engenheiro Navarro (MG)","10.45"
"4289","4112603","Jardim Olinda (PR)","10.45"
"4290","2510402","Olho d'Água (PB)","10.44"
"4291","2925709","Presidente Jânio Quadros (BA)","10.44"
"4292","3171006","Vazante (MG)","10.44"
"4293","2502003","Belém do Brejo do Cruz (PB)","10.42"
"4294","3136520","José Gonçalves de Minas (MG)","10.41"
"4295","3106606","Bertópolis (MG)","10.40"
"4296","4112900","Jundiaí do Sul (PR)","10.39"
"4297","4126355","Serranópolis do Iguaçu (PR)","10.38"
"4298","2903409","Belmonte (BA)","10.37"
"4299","3549250","São João de Iracema (SP)","10.35"
"4300","4108502","General Carneiro (PR)","10.33"
"4301","4110201","Inácio Martins (PR)","10.33"
"4302","3543238","Ribeirão dos Índios (SP)","10.31"
"4303","3552551","Suzanápolis (SP)","10.31"
"4304","3552908","Taciba (SP)","10.31"
"4305","4103040","Boa Ventura de São Roque (PR)","10.28"
"4306","5221304","Três Ranchos (GO)","10.28"
"4307","4215604","Santa Rosa de Lima (SC)","10.27"
"4308","4317756","Santo Antônio do Planalto (RS)","10.27"
"4309","3170404","Unaí (MG)","10.26"
"4310","4214102","Presidente Nereu (SC)","10.24"
"4311","5218391","Professor Jamil (GO)","10.24"
"4312","2210805","Simplício Mendes (PI)","10.20"
"4313","3515301","Estrela do Norte (SP)","10.20"
"4314","2916807","Itarantim (BA)","10.19"
"4315","2109403","Primeira Cruz (MA)","10.18"
"4316","2207306","Paes Landim (PI)","10.18"
"4317","3159407","Santa Rita de Ibitipoca (MG)","10.18"
"4318","5006200","Nova Andradina (MS)","10.18"
"4319","3117009","Comercinho (MG)","10.17"
"4320","4322186","Tupanci do Sul (RS)","10.16"
"4321","3528304","Magda (SP)","10.14"
"4322","5206206","Cristalina (GO)","10.13"
"4323","2109551","Ribamar Fiquene (MA)","10.12"
"4324","2915007","Itaeté (BA)","10.12"
"4325","4122172","Rio Branco do Ivaí (PR)","10.12"
"4326","2910404","Encruzilhada (BA)","10.11"
"4327","3203601","Mucurici (ES)","10.11"
"4328","3509809","Campos Novos Paulista (SP)","10.10"
"4329","2202554","Caridade do Piauí (PI)","10.09"
"4330","4104402","Cândido de Abreu (PR)","10.09"
"4331","4115903","Mirador (PR)","10.09"
"4332","4116505","Nova Aliança do Ivaí (PR)","10.08"
"4333","5103205","Colíder (MT)","10.08"
"4334","3119500","Coronel Murta (MG)","10.06"
"4335","5001003","Aparecida do Taboado (MS)","10.06"
"4336","3113800","Carmésia (MG)","10.05"
"4337","2311900","Saboeiro (CE)","10.03"
"4338","3536604","Paulo de Faria (SP)","10.03"
"4339","2209104","Santa Cruz do Piauí (PI)","10.01"
"4340","4113254","Laranjal (PR)","10.01"
"4341","2204501","Guadalupe (PI)","10.00"
"4342","2601607","Belém do São Francisco (PE)","10.00"
"4343","1500131","Abel Figueiredo (PA)","9.99"
"4344","4117057","Nova Laranjeiras (PR)","9.98"
"4345","5205059","Castelândia (GO)","9.98"
"4346","2906006","Campo Formoso (BA)","9.97"
"4347","2607406","Itacuruba (PE)","9.96"
"4348","4117305","Ortigueira (PR)","9.96"
"4349","3116506","Claro dos Poções (MG)","9.95"
"4350","4101853","Ariranha do Ivaí (PR)","9.95"
"4351","3509908","Cananéia (SP)","9.93"
"4352","3509106","Caiuá (SP)","9.92"
"4353","5205802","Corumbá de Goiás (GO)","9.92"
"4354","1507979","Terra Santa (PA)","9.91"
"4355","2911402","Glória (BA)","9.91"
"4356","4104428","Candói (PR)","9.90"
"4357","4308250","Floriano Peixoto (RS)","9.90"
"4358","5006358","Paranhos (MS)","9.89"
"4359","4126207","Sapopema (PR)","9.88"
"4360","3550506","São Pedro do Turvo (SP)","9.87"
"4361","1502855","Curuá (PA)","9.86"
"4362","4302154","Boa Vista das Missões (RS)","9.86"
"4363","2513356","Santa Inês (PB)","9.85"
"4364","4305405","Chiapetta (RS)","9.85"
"4365","2206050","Massapê do Piauí (PI)","9.84"
"4366","3164803","São Sebastião do Rio Preto (MG)","9.84"
"4367","4109658","Honório Serpa (PR)","9.84"
"4368","2203503","Elesbão Veloso (PI)","9.83"
"4369","3105202","Bandeira (MG)","9.80"
"4370","4306130","Cruzaltense (RS)","9.80"
"4371","5215900","Palminópolis (GO)","9.79"
"4372","3135209","Januária (MG)","9.78"
"4373","3144904","Nova Módica (MG)","9.74"
"4374","4205159","Doutor Pedrinho (SC)","9.72"
"4375","1101484","São Felipe D'Oeste (RO)","9.71"
"4376","2204907","Isaías Coelho (PI)","9.71"
"4377","2501708","Barra de São Miguel (PB)","9.69"
"4378","2503753","Cajazeirinhas (PB)","9.69"
"4379","3139300","Manga (MG)","9.68"
"4380","3155108","Rio do Prado (MG)","9.67"
"4381","4304671","Capivari do Sul (RS)","9.67"
"4382","1712454","Luzinópolis (TO)","9.65"
"4383","2926400","Riacho de Santana (BA)","9.65"
"4384","3125507","São Gonçalo do Rio Preto (MG)","9.64"
"4385","4309258","Guabiju (RS)","9.64"
"4386","2107803","Parnarama (MA)","9.63"
"4387","2903003","Barra do Mendes (BA)","9.63"
"4388","4306502","Dom Feliciano (RS)","9.63"
"4389","5001904","Bataguassu (MS)","9.63"
"4390","3202108","Ecoporanga (ES)","9.62"
"4391","4319604","São Sepé (RS)","9.62"
"4392","5203203","Barro Alto (GO)","9.60"
"4393","2405504","Jardim de Angicos (RN)","9.59"
"4394","3101201","Aiuruoca (MG)","9.59"
"4395","2201960","Brasileira (PI)","9.58"
"4396","3123403","Doresópolis (MG)","9.55"
"4397","3144656","Ninheira (MG)","9.55"
"4398","3162658","São João do Pacuí (MG)","9.55"
"4399","4322525","Vale Verde (RS)","9.55"
"4400","1502954","Eldorado do Carajás (PA)","9.53"
"4401","2111904","Sucupira do Norte (MA)","9.53"
"4402","3100609","Água Boa (MG)","9.53"
"4403","5002951","Chapadão do Sul (MS)","9.53"
"4404","5213087","Minaçu (GO)","9.49"
"4405","5219712","Santo Antônio da Barra (GO)","9.48"
"4406","5212709","Mambaí (GO)","9.47"
"4407","5220603","Silvânia (GO)","9.47"
"4408","4311205","Júlio de Castilhos (RS)","9.45"
"4409","3555901","Uru (SP)","9.44"
"4410","4308854","Gentil (RS)","9.44"
"4411","5007208","Rio Brilhante (MS)","9.44"
"4412","2306702","Jaguaretama (CE)","9.43"
"4413","2312205","Santa Quitéria (CE)","9.43"
"4414","3170651","Vargem Grande do Rio Pardo (MG)","9.43"
"4415","2506509","Gurjão (PB)","9.41"
"4416","2914109","Ipupiara (BA)","9.41"
"4417","5004601","Itaquiraí (MS)","9.41"
"4418","4105300","Céu Azul (PR)","9.40"
"4419","5000609","Amambai (MS)","9.38"
"4420","1502806","Curralinho (PA)","9.37"
"4421","4301800","Barracão (RS)","9.37"
"4422","2104651","Governador Newton Bello (MA)","9.36"
"4423","2102150","Brejo de Areia (MA)","9.35"
"4424","2902005","Aracatu (BA)","9.35"
"4425","3142700","Montalvânia (MG)","9.35"
"4426","4108650","Goioxim (PR)","9.35"
"4427","5102678","Campo Verde (MT)","9.35"
"4428","2408706","Paraú (RN)","9.34"
"4429","3149200","Pedrinópolis (MG)","9.34"
"4430","3167004","Serranos (MG)","9.34"
"4431","3542800","Ribeira (SP)","9.33"
"4432","3119104","Corinto (MG)","9.32"
"4433","2211506","Vera Mendes (PI)","9.31"
"4434","4127882","Tunas do Paraná (PR)","9.30"
"4435","5221502","Turvânia (GO)","9.29"
"4436","3532157","Nantes (SP)","9.28"
"4437","4100459","Altamira do Paraná (PR)","9.28"
"4438","4104055","Campo Bonito (PR)","9.28"
"4439","4300406","Alegrete (RS)","9.28"
"4440","4106852","Cruzmaltina (PR)","9.26"
"4441","1101559","Teixeirópolis (RO)","9.25"
"4442","1200450","Senador Guiomard (AC)","9.25"
"4443","1504703","Moju (PA)","9.25"
"4444","2925402","Potiraguá (BA)","9.24"
"4445","3539707","Platina (SP)","9.24"
"4446","4306429","Dois Irmãos das Missões (RS)","9.24"
"4447","2911659","Guajeru (BA)","9.22"
"4448","1100148","Nova Brasilândia D'Oeste (RO)","9.21"
"4449","1715150","Novo Alegre (TO)","9.21"
"4450","2311009","Poranga (CE)","9.20"
"4451","1300680","Boa Vista do Ramos (AM)","9.19"
"4452","4216800","São José do Cerrito (SC)","9.18"
"4453","5218003","Porangatu (GO)","9.18"
"4454","2210656","Sigefredo Pacheco (PI)","9.17"
"4455","3118908","Cordisburgo (MG)","9.16"
"4456","5107958","Tangará da Serra (MT)","9.15"
"4457","4107124","Diamante do Sul (PR)","9.13"
"4458","2209005","Rio Grande do Piauí (PI)","9.12"
"4459","1707553","Fátima (TO)","9.11"
"4460","2403756","Fernando Pedroza (RN)","9.11"
"4461","3166808","Serra do Salitre (MG)","9.11"
"4462","2401651","Bodó (RN)","9.10"
"4463","3512100","Colômbia (SP)","9.10"
"4464","1100502","Novo Horizonte do Oeste (RO)","9.09"
"4465","3138302","Leandro Ferreira (MG)","9.09"
"4466","3155603","Rio Pardo de Minas (MG)","9.07"
"4467","2514800","São José dos Cordeiros (PB)","9.06"
"4468","2916302","Itapebi (BA)","9.06"
"4469","3147808","Passa Vinte (MG)","9.06"
"4470","2105658","Junco do Maranhão (MA)","9.05"
"4471","2208205","Pio IX (PI)","9.04"
"4472","4314308","Pejuçara (RS)","9.04"
"4473","5204953","Campos Verdes (GO)","9.04"
"4474","2601805","Betânia (PE)","9.03"
"4475","5206701","Damianópolis (GO)","9.03"
"4476","2207793","Pau D'Arco do Piauí (PI)","9.02"
"4477","5101258","Araputanga (MT)","9.02"
"4478","4310439","Ipê (RS)","9.01"
"4479","3126802","Frei Gaspar (MG)","9.00"
"4480","3125705","Felixlândia (MG)","8.99"
"4481","2921401","Mirangaba (BA)","8.98"
"4482","3152170","Ponto dos Volantes (MG)","8.98"
"4483","2901403","Angical (BA)","8.97"
"4484","2202901","Corrente (PI)","8.95"
"4485","5007901","Sidrolândia (MS)","8.95"
"4486","4115457","Marquinho (PR)","8.94"
"4487","1504976","Nova Ipixuna (PA)","8.92"
"4488","4322350","União da Serra (RS)","8.92"
"4489","2201101","Avelino Lopes (PI)","8.90"
"4490","2207504","Palmeirais (PI)","8.88"
"4491","4322202","Tupanciretã (RS)","8.88"
"4492","2926004","Remanso (BA)","8.87"
"4493","4212056","Palmeira (SC)","8.86"
"4494","1722107","Xambioá (TO)","8.83"
"4495","2209856","São João da Canabrava (PI)","8.83"
"4496","2918100","Jeremoabo (BA)","8.82"
"4497","5219704","Santa Terezinha de Goiás (GO)","8.82"
"4498","2110278","Santo Amaro do Maranhão (MA)","8.81"
"4499","2207553","Paquetá (PI)","8.81"
"4500","2933604","Xique-Xique (BA)","8.81"
"4501","3125903","Ferros (MG)","8.81"
"4502","2103257","Cidelândia (MA)","8.80"
"4503","1505205","Oeiras do Pará (PA)","8.79"
"4504","1720002","Santa Terezinha do Tocantins (TO)","8.78"
"4505","4103958","Campina do Simão (PR)","8.78"
"4506","2411403","Santana do Matos (RN)","8.76"
"4507","2111789","Serrano do Maranhão (MA)","8.75"
"4508","3120102","Couto de Magalhães de Minas (MG)","8.74"
"4509","3136801","Juramento (MG)","8.73"
"4510","5208509","Goiandira (GO)","8.73"
"4511","3119302","Coromandel (MG)","8.72"
"4512","2112852","Vila Nova dos Martírios (MA)","8.71"
"4513","2105476","Jenipapo dos Vieiras (MA)","8.70"
"4514","2911808","Guaratinga (BA)","8.70"
"4515","5213855","Morro Agudo de Goiás (GO)","8.70"
"4516","2921450","Mirante (BA)","8.69"
"4517","3156908","Sacramento (MG)","8.68"
"4518","2929057","São Félix do Coribe (BA)","8.67"
"4519","2906907","Caravelas (BA)","8.65"
"4520","3127305","Galiléia (MG)","8.64"
"4521","3506201","Bento de Abreu (SP)","8.64"
"4522","5209937","Inaciolândia (GO)","8.64"
"4523","2411809","São Fernando (RN)","8.63"
"4524","4120150","Porto Barreiro (PR)","8.61"
"4525","3106655","Berizal (MG)","8.60"
"4526","2101509","Barão de Grajaú (MA)","8.59"
"4527","1100452","Buritis (RO)","8.57"
"4528","2100956","Arame (MA)","8.57"
"4529","3126703","Francisco Sá (MG)","8.55"
"4530","4321352","Tavares (RS)","8.54"
"4531","2200954","Aroeiras do Itaim (PI)","8.51"
"4532","2504207","Catingueira (PB)","8.51"
"4533","2202737","Coivaras (PI)","8.50"
"4534","1200385","Plácido de Castro (AC)","8.48"
"4535","4215059","Rio Rufino (SC)","8.48"
"4536","5214002","Mozarlândia (GO)","8.48"
"4537","1507904","Soure (PA)","8.47"
"4538","4313334","Nova Ramada (RS)","8.47"
"4539","3130804","Ingaí (MG)","8.44"
"4540","3557154","Zacarias (SP)","8.44"
"4541","2920809","Marcionílio Souza (BA)","8.43"
"4542","4316402","Rosário do Sul (RS)","8.43"
"4543","1502772","Curionópolis (PA)","8.42"
"4544","3170529","Urucuia (MG)","8.42"
"4545","3140308","Marliéria (MG)","8.41"
"4546","5107206","Rio Branco (MT)","8.41"
"4547","2919306","Lençóis (BA)","8.40"
"4548","2924900","Planaltino (BA)","8.40"
"4549","3532306","Natividade da Serra (SP)","8.40"
"4550","4316733","Santa Cecília do Sul (RS)","8.37"
"4551","2605707","Floresta (PE)","8.36"
"4552","5000856","Angélica (MS)","8.36"
"4553","3136009","Joaíma (MG)","8.35"
"4554","5005400","Maracaju (MS)","8.35"
"4555","2104800","Grajaú (MA)","8.34"
"4556","2930907","Tabocas do Brejo Velho (BA)","8.34"
"4557","3134004","Itinga (MG)","8.33"
"4558","3124807","Estrela do Sul (MG)","8.32"
"4559","3160454","Santo Antônio do Retiro (MG)","8.32"
"4560","4316709","Santa Bárbara do Sul (RS)","8.32"
"4561","5215306","Orizona (GO)","8.32"
"4562","2110658","São Domingos do Azeitão (MA)","8.31"
"4563","3135076","Jampruca (MG)","8.31"
"4564","3156403","Romaria (MG)","8.31"
"4565","5220264","São Miguel do Passa Quatro (GO)","8.31"
"4566","1304401","Urucurituba (AM)","8.30"
"4567","3504305","Avaí (SP)","8.29"
"4568","2510659","Parari (PB)","8.28"
"4569","4115739","Mato Rico (PR)","8.28"
"4570","5000708","Anastácio (MS)","8.28"
"4571","5101803","Barra do Garças (MT)","8.28"
"4572","5220157","São Luiz do Norte (GO)","8.28"
"4573","2409605","Pedra Preta (RN)","8.27"
"4574","3106101","Belmiro Braga (MG)","8.25"
"4575","2930758","Sítio do Mato (BA)","8.24"
"4576","2901304","Andaraí (BA)","8.22"
"4577","3129509","Ibiá (MG)","8.22"
"4578","2201556","Bela Vista do Piauí (PI)","8.20"
"4579","3171071","Veredinha (MG)","8.20"
"4580","1100304","Vilhena (RO)","8.19"
"4581","2205250","Jardim do Mulato (PI)","8.19"
"4582","2918704","Lafaiete Coutinho (BA)","8.18"
"4583","3536570","Paulistânia (SP)","8.16"
"4584","5000906","Antônio João (MS)","8.14"
"4585","1501956","Cachoeira do Piriá (PA)","8.11"
"4586","2202604","Castelo do Piauí (PI)","8.11"
"4587","2931806","Tremedal (BA)","8.11"
"4588","5004106","Guia Lopes da Laguna (MS)","8.11"
"4589","1101203","Ministro Andreazza (RO)","8.10"
"4590","2504074","Caraúbas (PB)","8.10"
"4591","3131406","Ipiaçu (MG)","8.10"
"4592","4213351","Ponte Alta do Norte (SC)","8.09"
"4593","2932002","Uauá (BA)","8.06"
"4594","3166105","Senhora do Porto (MG)","8.04"
"4595","3545506","Sandovalina (SP)","8.00"
"4596","5207402","Edéia (GO)","8.00"
"4597","2913002","Ibitiara (BA)","7.98"
"4598","4305850","Coqueiros do Sul (RS)","7.98"
"4599","3166956","Serranópolis de Minas (MG)","7.97"
"4600","4202602","Bom Retiro (SC)","7.96"
"4601","4314472","Pinhal Grande (RS)","7.96"
"4602","4300851","Arambaré (RS)","7.94"
"4603","4204178","Cerro Negro (SC)","7.93"
"4604","3134707","Jacinto (MG)","7.92"
"4605","3514809","Eldorado (SP)","7.90"
"4606","4121752","Reserva do Iguaçu (PR)","7.86"
"4607","3159001","Santana do Riacho (MG)","7.85"
"4608","2923407","Palmas de Monte Alto (BA)","7.84"
"4609","3507456","Borebi (SP)","7.80"
"4610","2920205","Malhada (BA)","7.78"
"4611","3142809","Monte Alegre de Minas (MG)","7.77"
"4612","4315958","Rolador (RS)","7.76"
"4613","1101302","Mirante da Serra (RO)","7.75"
"4614","5213103","Mineiros (GO)","7.75"
"4615","1200013","Acrelândia (AC)","7.74"
"4616","1502004","Cachoeira do Arari (PA)","7.74"
"4617","2101400","Balsas (MA)","7.74"
"4618","5208905","Goiás (GO)","7.74"
"4619","1718550","Riachinho (TO)","7.73"
"4620","2200301","Alto Longá (PI)","7.73"
"4621","3503356","Arco-Íris (SP)","7.72"
"4622","1722081","Wanderlândia (TO)","7.71"
"4623","4213302","Ponte Alta (SC)","7.71"
"4624","1716703","Colméia (TO)","7.70"
"4625","3502309","Anhembi (SP)","7.70"
"4626","4314555","Pirapó (RS)","7.69"
"4627","1101435","Nova União (RO)","7.68"
"4628","2932457","Umburanas (BA)","7.68"
"4629","5007695","São Gabriel do Oeste (MS)","7.68"
"4630","2933257","Vereda (BA)","7.67"
"4631","1507458","São Geraldo do Araguaia (PA)","7.66"
"4632","1502707","Conceição do Araguaia (PA)","7.65"
"4633","3507209","Borá (SP)","7.62"
"4634","4306320","Derrubadas (RS)","7.62"
"4635","3133402","Itapagipe (MG)","7.60"
"4636","4323457","Vila Nova do Sul (RS)","7.60"
"4637","5100607","Alto Taquari (MT)","7.59"
"4638","4218954","Urupema (SC)","7.58"
"4639","5006309","Paranaíba (MS)","7.58"
"4640","3144375","Natalândia (MG)","7.51"
"4641","4219150","Vargem (SC)","7.49"
"4642","3104700","Ataléia (MG)","7.48"
"4643","4315305","Quaraí (RS)","7.48"
"4644","1301159","Careiro da Várzea (AM)","7.47"
"4645","2907202","Casa Nova (BA)","7.47"
"4646","1508126","Ulianópolis (PA)","7.46"
"4647","2305605","Independência (CE)","7.46"
"4648","1505700","Ponta de Pedras (PA)","7.43"
"4649","3130705","Indianópolis (MG)","7.43"
"4650","4210852","Mirim Doce (SC)","7.43"
"4651","4300471","Almirante Tamandaré do Sul (RS)","7.43"
"4652","2203750","Fartura do Piauí (PI)","7.41"
"4653","3157278","Santa Bárbara do Monte Verde (MG)","7.41"
"4654","4202875","Brunópolis (SC)","7.40"
"4655","5200902","Amorinópolis (GO)","7.39"
"4656","3115003","Cascalho Rico (MG)","7.38"
"4657","2202778","Colônia do Piauí (PI)","7.36"
"4658","3111150","Campo Azul (MG)","7.34"
"4659","4128633","Doutor Ulysses (PR)","7.33"
"4660","4113734","Luiziana (PR)","7.30"
"4661","1504950","Nova Esperança do Piriá (PA)","7.29"
"4662","1700707","Alvorada (TO)","7.29"
"4663","2917334","Iuiu (BA)","7.29"
"4664","5211701","Jandaia (GO)","7.27"
"4665","4309654","Hulha Negra (RS)","7.26"
"4666","1501105","Bagre (PA)","7.25"
"4667","3137536","Lagoa Grande (MG)","7.25"
"4668","2915304","Itagimirim (BA)","7.24"
"4669","3127909","Grupiara (MG)","7.21"
"4670","3129608","Ibiaí (MG)","7.19"
"4671","5221908","Varjão (GO)","7.18"
"4672","2926657","Ribeirão do Largo (BA)","7.14"
"4673","2610400","Parnamirim (PE)","7.13"
"4674","3100104","Abadia dos Dourados (MG)","7.12"
"4675","4306601","Dom Pedrito (RS)","7.12"
"4676","4306908","Encruzilhada do Sul (RS)","7.11"
"4677","1710706","Itaguatins (TO)","7.08"
"4678","4203402","Campo Belo do Sul (SC)","7.08"
"4679","2515203","São Sebastião do Umbuzeiro (PB)","7.06"
"4680","4318101","São Francisco de Assis (RS)","7.03"
"4681","2202117","Campo Alegre do Fidalgo (PI)","7.02"
"4682","3126752","Franciscópolis (MG)","7.02"
"4683","2203354","Dirceu Arcoverde (PI)","7.01"
"4684","3149804","Perdizes (MG)","7.00"
"4685","4301305","Arroio Grande (RS)","7.00"
"4686","1505494","Palestina do Pará (PA)","6.99"
"4687","2105922","Lagoa do Mato (MA)","6.99"
"4688","3159803","Santa Vitória (MG)","6.99"
"4689","1713205","Miracema do Tocantins (TO)","6.97"
"4690","2206001","Marcos Parente (PI)","6.97"
"4691","1716505","Pedro Afonso (TO)","6.96"
"4692","1703107","Barrolândia (TO)","6.95"
"4693","2301505","Arneiroz (CE)","6.95"
"4694","5204102","Cachoeira Alta (GO)","6.95"
"4695","1506401","Santa Cruz do Arari (PA)","6.91"
"4696","2205276","Jatobá do Piauí (PI)","6.91"
"4697","2514008","São João do Cariri (PB)","6.89"
"4698","4319802","São Vicente do Sul (RS)","6.89"
"4699","4202438","Bocaina do Sul (SC)","6.88"
"4700","4308458","Fortaleza dos Valos (RS)","6.88"
"4701","3149150","Pedras de Maria da Cruz (MG)","6.84"
"4702","5209903","Iaciara (GO)","6.84"
"4703","5214804","Nova Aurora (GO)","6.84"
"4704","3135803","Jequitinhonha (MG)","6.83"
"4705","2104107","Fortaleza dos Nogueiras (MA)","6.82"
"4706","3505401","Barra do Turvo (SP)","6.82"
"4707","2208650","Queimada Nova (PI)","6.81"
"4708","4210050","Macieira (SC)","6.81"
"4709","5213905","Mossâmedes (GO)","6.80"
"4710","2207777","Patos do Piauí (PI)","6.77"
"4711","2107258","Nova Colinas (MA)","6.76"
"4712","2209872","São João da Fronteira (PI)","6.76"
"4713","3538303","Piquerobi (SP)","6.76"
"4714","3549607","São José do Barreiro (SP)","6.75"
"4715","2203271","Curral Novo do Piauí (PI)","6.72"
"4716","2204105","Francisco Ayres (PI)","6.72"
"4717","1101807","Vale do Paraíso (RO)","6.71"
"4718","5204003","Cabeceiras (GO)","6.71"
"4719","5218052","Porteirão (GO)","6.71"
"4720","3111408","Campo Florido (MG)","6.70"
"4721","3136579","Josenópolis (MG)","6.70"
"4722","4127502","Tibagi (PR)","6.70"
"4723","5213756","Montividiu (GO)","6.70"
"4724","2514651","São José do Brejo do Cruz (PB)","6.69"
"4725","5207352","Edealina (GO)","6.69"
"4726","3154507","Riacho dos Machados (MG)","6.66"
"4727","5104906","Jangada (MT)","6.66"
"4728","5200803","Alvorada do Norte (GO)","6.66"
"4729","4201109","Anitápolis (SC)","6.65"
"4730","2209559","São Braz do Piauí (PI)","6.64"
"4731","2105989","Lajeado Novo (MA)","6.63"
"4732","3146404","Paineiras (MG)","6.63"
"4733","3157377","Santa Cruz de Salinas (MG)","6.63"
"4734","1200104","Brasiléia (AC)","6.62"
"4735","2201002","Arraial (PI)","6.62"
"4736","2918456","Jucuruçu (BA)","6.62"
"4737","3142254","Miravânia (MG)","6.62"
"4738","3515806","Flora Rica (SP)","6.62"
"4739","1714880","Nova Olinda (TO)","6.61"
"4740","3110806","Campanário (MG)","6.61"
"4741","3146552","Pai Pedro (MG)","6.61"
"4742","3170305","Umburatiba (MG)","6.61"
"4743","3138625","Limeira do Oeste (MG)","6.60"
"4744","4318200","São Francisco de Paula (RS)","6.60"
"4745","5216304","Paranaiguara (GO)","6.60"
"4746","5104104","Guarantã do Norte (MT)","6.57"
"4747","3143708","Morro do Pilar (MG)","6.56"
"4748","4314779","Pontão (RS)","6.56"
"4749","1713809","Palmeiras do Tocantins (TO)","6.55"
"4750","2409704","Pedro Avelino (RN)","6.55"
"4751","2200905","Aroazes (PI)","6.54"
"4752","2210359","São Lourenço do Piauí (PI)","6.54"
"4753","4212270","Passos Maia (SC)","6.54"
"4754","5100250","Alta Floresta (MT)","6.54"
"4755","1701002","Ananás (TO)","6.53"
"4756","1715002","Nova Rosalândia (TO)","6.53"
"4757","1100098","Espigão D'Oeste (RO)","6.51"
"4758","3157104","Salto da Divisa (MG)","6.51"
"4759","5001243","Aral Moreira (MS)","6.50"
"4760","1703883","Carmolândia (TO)","6.49"
"4761","1506187","Rondon do Pará (PA)","6.44"
"4762","1701051","Angico (TO)","6.43"
"4763","2207751","Passagem Franca do Piauí (PI)","6.43"
"4764","1200807","Porto Acre (AC)","6.41"
"4765","3109451","Cabeceira Grande (MG)","6.41"
"4766","2202505","Caracol (PI)","6.40"
"4767","3548054","Santo Antônio do Aracanguá (SP)","6.40"
"4768","1501576","Bom Jesus do Tocantins (PA)","6.39"
"4769","4215901","São Bonifácio (SC)","6.38"
"4770","2206951","Novo Santo Antônio (PI)","6.37"
"4771","4210704","Matos Costa (SC)","6.34"
"4772","3130655","Indaiabira (MG)","6.32"
"4773","4305975","Coxilha (RS)","6.32"
"4774","1503705","Itupiranga (PA)","6.31"
"4775","3160603","Santo Hipólito (MG)","6.31"
"4776","5212808","Mara Rosa (GO)","6.31"
"4777","2202109","Campinas do Piauí (PI)","6.30"
"4778","4307831","Eugênio de Castro (RS)","6.30"
"4779","2914307","Iramaia (BA)","6.29"
"4780","2920403","Manoel Vitorino (BA)","6.29"
"4781","2105427","Itinga do Maranhão (MA)","6.28"
"4782","5003256","Costa Rica (MS)","6.26"
"4783","2923209","Oliveira dos Brejinhos (BA)","6.25"
"4784","3152131","Ponto Chique (MG)","6.22"
"4785","5105002","Jauru (MT)","6.22"
"4786","5008008","Terenos (MS)","6.20"
"4787","1100296","Santa Luzia D'Oeste (RO)","6.19"
"4788","5220058","São João da Paraúna (GO)","6.18"
"4789","2404101","Galinhos (RN)","6.17"
"4790","2918902","Lajedão (BA)","6.16"
"4791","1100403","Alto Paraíso (RO)","6.15"
"4792","2209906","São João da Serra (PI)","6.15"
"4793","1503903","Juruti (PA)","6.13"
"4794","2107001","Montes Altos (MA)","6.12"
"4795","2203008","Cristalândia do Piauí (PI)","6.12"
"4796","4312500","Mostardas (RS)","6.11"
"4797","5204300","Caçu (GO)","6.11"
"4798","1200179","Capixaba (AC)","6.09"
"4799","3120300","Cristália (MG)","6.09"
"4800","3121209","Delfinópolis (MG)","6.09"
"4801","3127073","Fruta de Leite (MG)","6.09"
"4802","3143450","Montezuma (MG)","6.09"
"4803","5106752","Pontes e Lacerda (MT)","6.09"
"4804","5209804","Hidrolina (GO)","6.07"
"4805","5007950","Tacuru (MS)","6.06"
"4806","2202075","Cajazeiras do Piauí (PI)","6.05"
"4807","5103353","Confresa (MT)","6.05"
"4808","4303673","Campestre da Serra (RS)","6.02"
"4809","4317707","Santo Antônio das Missões (RS)","6.02"
"4810","4310876","Jacuizinho (RS)","6.01"
"4811","1101401","Monte Negro (RO)","5.98"
